"nctid","field","term","domain","omopConceptID","snomedConceptID","conceptName","match_socre","CTgovText","start_date","completion_date","enrollment","bucket","bucketConceptName"
"NCT00168805","condition_field","Thromboembolism","Condition","4159647","371039008","Thromboembolic disorder","0.9597369432449341","Thromboembolism","November 2004","","2101","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00168818","condition_field","Thromboembolism","Condition","4159647","371039008","Thromboembolic disorder","0.9597369432449341","Thromboembolism","November 2004","","3494","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00168818","condition_field","Hip Replacement Arthroplasty","Condition","4084927","281445000","Loosening of total hip replacement","0.5227047801017761","Hip Replacement Arthroplasty","November 2004","","3494","Miscellanea || Orthopedics","Complication || Musculoskeletal finding"
"NCT00168831","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","February 2003","","1007","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00168844","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","January 2003","","983","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00168857","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","July 2003","","860","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00168857","condition_field","Diabetic Nephropathies","Condition","192279","127013003","Disorder of kidney due to diabetes mellitus","1.0","Diabetic Nephropathies","July 2003","","860","Nephrology || Urology || Miscellanea","Kidney finding || Urinary system finding || Complication"
"NCT00239369","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","October 2005","August 2006","713","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00239408","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","December 2002","April 2004","311","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00239421","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","November 2003","September 2004","605","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00239460","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","July 2003","","196","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00239473","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","November 2002","","429","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00239499","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","September 2003","August 2004","107","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00239538","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","January 2003","December 2004","840","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00239538","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","January 2003","December 2004","840","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00240422","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","February 2003","July 2004","96","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00240422","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","February 2003","July 2004","96","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00240435","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","November 2002","","491","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00240448","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","September 2003","","1109","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00240474","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","December 2002","March 2004","1000","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00243087","condition_field","Lymphoma","Condition","432571","118600007","Malignant lymphoma","1.0","Lymphoma","July 2005","","41","Oncology","Neoplastic disease"
"NCT00244296","condition_field","Stress Urinary Incontinence","Condition","193871","22220005","Genuine stress incontinence","0.9912719130516052","Stress Urinary Incontinence","October 2005","January 2007","276","Urology","Urinary system finding"
"NCT00246025","condition_field","Knee Replacement Arthroplasty","Condition","4308690","213121005","Prosthetic joint infection","0.5159264802932739","Knee Replacement Arthroplasty","October 2005","","512","Infections and Infectious Diseases || Miscellanea || Orthopedics","Infectious disease || Complication || Musculoskeletal finding"
"NCT00246025","condition_field","Venous Thrombosis","Condition","444247","111293003","Venous thrombosis","1.0","Venous Thrombosis","October 2005","","512","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00262600","condition_field","Atrial Fibrillation","Condition","313217","49436004","Atrial fibrillation","0.9940236210823059","Atrial Fibrillation","December 2005","","18113","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00262600","condition_field","Stroke","Condition","381316","230690007","Cerebrovascular accident","1.0","Stroke","December 2005","","18113","Neurology || Cardiology/Vascular Diseases","Disorder of nervous system || Cardiovascular finding"
"NCT00267943","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","January 2006","January 2007","639","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00273975","condition_field","HIV Infections","Condition","439727","86406008","Human immunodeficiency virus infection","1.0","HIV Infections","January 2002","December 2004","123","Infections and Infectious Diseases","Infectious disease"
"NCT00274014","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","October 2000","October 2003","1000","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274040","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","July 2002","March 2003","141","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274053","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","April 2002","April 2004","555","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274066","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","October 2002","September 2003","65","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274079","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","October 2002","October 2003","395","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274105","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","March 2001","October 2004","22","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00274105","condition_field","Coronary Arteriosclerosis","Condition","317576","53741008","Coronary arteriosclerosis","0.9911162853240967","Coronary Arteriosclerosis","March 2001","October 2004","22","Miscellanea || Cardiology/Vascular Diseases","Degenerative disorder || Cardiovascular finding"
"NCT00274118","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","July 1997","January 2004","250","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00274118","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","July 1997","January 2004","250","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00274508","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","October 2000","","261","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274521","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","May 2001","","108","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274534","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","December 2000","July 2003","36","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274547","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","September 2001","","1829","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274560","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","May 2002","","653","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274573","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","March 2002","","1639","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00274599","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","October 2002","","812","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00274612","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","October 2002","November 2003","801","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00274638","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","July 2002","","805","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00275457","condition_field","Restless Legs Syndrome","Condition","73754","32914008","Restless legs","0.994560182094574","Restless Legs Syndrome","October 2002","April 2004","346","Sleep","Finding related to sleep"
"NCT00277264","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","January 2002","May 2004","914","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00279747","condition_field","Juvenile Rheumatoid Arthritis","Condition","4253901","410795001","Juvenile rheumatoid arthritis","1.0","Juvenile Rheumatoid Arthritis","September 2000","January 2003","226","Rheumatology || Orthopedics","Arthritis || Musculoskeletal finding"
"NCT00281580","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","April 2006","","1461","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00291330","condition_field","Thromboembolism","Condition","4159647","371039008","Thromboembolic disorder","0.9597369432449341","Thromboembolism","February 2006","","2564","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00292448","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","February 2006","March 2007","157","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00297778","condition_field","Parkinson Disease","Condition","381270","49049000","Parkinson's disease","0.9965020418167114","Parkinson Disease","March 2006","","296","Miscellanea || Neurology","Degenerative disorder || Disorder of nervous system"
"NCT00297778","condition_field","Depression","Condition","440383","35489007","Depressive disorder","1.0","Depression","March 2006","","296","Psychiatry/Psychology","Mental disorder"
"NCT00309608","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","April 2006","","333","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00310843","condition_field","HIV Infections","Condition","439727","86406008","Human immunodeficiency virus infection","1.0","HIV Infections","February 2006","","889","Infections and Infectious Diseases","Infectious disease"
"NCT00311402","condition_field","Cerebrovascular Accident","Condition","381316","230690007","Cerebrovascular accident","1.0","Cerebrovascular Accident","April 2006","","1295","Neurology || Cardiology/Vascular Diseases","Disorder of nervous system || Cardiovascular finding"
"NCT00321854","condition_field","Parkinson Disease","Condition","381270","49049000","Parkinson's disease","0.9965020418167114","Parkinson Disease","May 2006","","535","Miscellanea || Neurology","Degenerative disorder || Disorder of nervous system"
"NCT00326768","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","May 2006","August 2007","184","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00328172","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","May 2006","","302","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00329238","condition_field","Thromboembolism","Condition","4159647","371039008","Thromboembolic disorder","0.9597369432449341","Thromboembolism","May 2006","","2867","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00340704","condition_field","Neurogenic Bladder","Condition","199075","398064005","Neurogenic bladder","1.0","Neurogenic Bladder","April 2006","June 2009","143","Urology","Urinary system finding"
"NCT00349310","condition_field","Parkinson Disease","Condition","381270","49049000","Parkinson's disease","0.9965020418167114","Parkinson Disease","April 2006","October 2006","1018","Miscellanea || Neurology","Degenerative disorder || Disorder of nervous system"
"NCT00349310","condition_field","Depression","Condition","440383","35489007","Depressive disorder","1.0","Depression","April 2006","October 2006","1018","Psychiatry/Psychology","Mental disorder"
"NCT00349531","condition_field","Restless Legs Syndrome","Condition","73754","32914008","Restless legs","0.994560182094574","Restless Legs Syndrome","July 2006","","369","Sleep","Finding related to sleep"
"NCT00356096","condition_field","Restless Legs Syndrome","Condition","73754","32914008","Restless legs","0.994560182094574","Restless Legs Syndrome","July 2006","","404","Sleep","Finding related to sleep"
"NCT00356096","condition_field","Depression","Condition","440383","35489007","Depressive disorder","1.0","Depression","July 2006","","404","Psychiatry/Psychology","Mental disorder"
"NCT00359788","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","July 2006","","349","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00365560","condition_field","Asthma","Condition","317009","195967001","Asthma","1.0","Asthma","August 2006","","115","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00375284","condition_field","Restless Legs Syndrome","Condition","73754","32914008","Restless legs","0.994560182094574","Restless Legs Syndrome","September 2006","","404","Sleep","Finding related to sleep"
"NCT00387088","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","September 2006","","3991","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00388882","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","October 2006","","327","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00389207","condition_field","HIV Infections","Condition","439727","86406008","Human immunodeficiency virus infection","1.0","HIV Infections","October 2006","","576","Infections and Infectious Diseases","Infectious disease"
"NCT00390689","condition_field","Idiopathic Restless Legs Syndrome","Condition","73754","32914008","Restless legs","0.8446953296661377","Idiopathic Restless Legs Syndrome","October 2006","","154","Sleep","Finding related to sleep"
"NCT00402233","condition_field","Parkinson Disease","Condition","381270","49049000","Parkinson's disease","0.9965020418167114","Parkinson Disease","November 2006","","312","Miscellanea || Neurology","Degenerative disorder || Disorder of nervous system"
"NCT00425854","condition_field","Breast Neoplasms","Condition","81251","126926005","Neoplasm of breast","0.996946394443512","Breast Neoplasms","November 2006","","50","Oncology","Neoplastic disease"
"NCT00431067","condition_field","Breast Neoplasms","Condition","81251","126926005","Neoplasm of breast","0.996946394443512","Breast Neoplasms","September 2006","","41","Oncology","Neoplastic disease"
"NCT00452400","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","March 2007","","409","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00452400","condition_field","Asthma","Condition","317009","195967001","Asthma","1.0","Asthma","March 2007","","409","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00466167","condition_field","Parkinson Disease","Condition","381270","49049000","Parkinson's disease","0.9965020418167114","Parkinson Disease","April 2007","","517","Miscellanea || Neurology","Degenerative disorder || Disorder of nervous system"
"NCT00467740","condition_field","Asthma","Condition","317009","195967001","Asthma","1.0","Asthma","May 2007","","296","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00472199","condition_field","Restless Legs Syndrome","Condition","73754","32914008","Restless legs","0.994560182094574","Restless Legs Syndrome","May 2007","","331","Sleep","Finding related to sleep"
"NCT00479401","condition_field","Early Parkinson Disease (Early PD)","Condition","37395785","715345007","Young onset Parkinson disease","0.8608748316764832","Early Parkinson Disease (Early PD)","May 2007","","539","Miscellanea || Neurology","Degenerative disorder || Disorder of nervous system"
"NCT00514683","condition_field","Pulmonary Fibrosis","Condition","4197819","51615001","Fibrosis of lung","1.0","Pulmonary Fibrosis","August 2007","","432","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00514943","condition_field","Head and Neck Neoplasms","Condition","4111017","255055008","Neoplasm of head and neck","0.9813203811645508","Head and Neck Neoplasms","August 2007","July 2013","124","Oncology","Neoplastic disease"
"NCT00514943","condition_field","Squamous Cell Carcinoma","Condition","4300118","402815007","Squamous cell carcinoma","0.9985906481742859","Squamous Cell Carcinoma","August 2007","July 2013","124","Oncology","Neoplastic disease"
"NCT00517192","condition_field","HIV Infections","Condition","439727","86406008","Human immunodeficiency virus infection","1.0","HIV Infections","September 2007","","40","Infections and Infectious Diseases","Infectious disease"
"NCT00525148","condition_field","Non-Small-Cell Lung Carcinoma","Condition","4115276","254637007","Non-small cell lung cancer","0.9937474131584167","Non-Small-Cell Lung Carcinoma","August 2007","August 2015","129","Oncology || Pulmonary/Respiratory Diseases","Neoplastic disease || Respiratory finding"
"NCT00525512","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","August 2007","","519","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00525512","condition_field","Exercise","Condition","4029810","128976003","Exercise state","0.9031588435173035","Exercise","August 2007","","519","",""
"NCT00530842","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","September 2007","","344","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00530920","condition_field","HIV Infections","Condition","439727","86406008","Human immunodeficiency virus infection","1.0","HIV Infections","October 2007","","85","Infections and Infectious Diseases","Infectious disease"
"NCT00550953","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","October 2007","","314","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00552240","condition_field","HIV Infections","Condition","439727","86406008","Human immunodeficiency virus infection","1.0","HIV Infections","September 2007","","154","Infections and Infectious Diseases","Infectious disease"
"NCT00553267","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","November 2007","","947","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00558025","condition_field","Parkinson Disease","Condition","381270","49049000","Parkinson's disease","0.9965020418167114","Parkinson Disease","October 2007","","156","Miscellanea || Neurology","Degenerative disorder || Disorder of nervous system"
"NCT00558064","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","October 2007","","531","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00558259","condition_field","Venous Thromboembolism","Condition","4159647","371039008","Thromboembolic disorder","0.8438499569892883","Venous Thromboembolism","November 2007","","1353","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00558428","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","October 2007","","1098","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00558467","condition_field","Tourette Syndrome","Condition","379782","5158005","Gilles de la Tourette's syndrome","1.0","Tourette Syndrome","January 2008","","63","Psychiatry/Psychology || Neurology","Mental disorder || Disorder of nervous system || Neurological finding"
"NCT00558571","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","January 2008","","78","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00560508","condition_field","Parkinson Disease","Condition","381270","49049000","Parkinson's disease","0.9965020418167114","Parkinson Disease","November 2007","","112","Miscellanea || Neurology","Degenerative disorder || Disorder of nervous system"
"NCT00561925","condition_field","HIV Infections","Condition","439727","86406008","Human immunodeficiency virus infection","1.0","HIV Infections","November 2007","","1068","Infections and Infectious Diseases","Infectious disease"
"NCT00563381","condition_field","Chronic Obstructive Pulmonary Disease","Condition","255573","13645005","Chronic obstructive lung disease","0.9976949691772461","Chronic Obstructive Pulmonary Disease","January 2008","","7376","Pulmonary/Respiratory Diseases","Respiratory finding"
"NCT00577460","condition_field","Parkinson Disease","Condition","381270","49049000","Parkinson's disease","0.9965020418167114","Parkinson Disease","December 2007","","391","Miscellanea || Neurology","Degenerative disorder || Disorder of nervous system"
"NCT00601250","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","January 2008","","701","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00601523","condition_field","Parkinson Disease","Condition","381270","49049000","Parkinson's disease","0.9965020418167114","Parkinson Disease","January 2008","","511","Miscellanea || Neurology","Degenerative disorder || Disorder of nervous system"
"NCT00602472","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","February 2008","","1058","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00614380","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","January 2008","","976","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00618774","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","January 2008","","259","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00621140","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","February 2008","","503","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00621855","condition_field","Coronary Disease","Condition","4187067","414024009","Disorder of coronary artery","0.8473957777023315","Coronary Disease","March 2008","","1878","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00622284","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","February 2008","","1560","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00623623","condition_field","Myocardial Infarction","Condition","4329847","22298006","Myocardial infarction","0.9982199668884277","Myocardial Infarction","March 1, 2008","September 1, 2012","1899","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00624052","condition_field","Hypertension","Condition","316866","38341003","Hypertensive disorder","1.0","Hypertension","March 2008","","838","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00641043","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","March 2008","","389","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00654381","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","April 2008","","561","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00656136","condition_field","Non-Small-Cell Lung Carcinoma","Condition","4115276","254637007","Non-small cell lung cancer","0.9937474131584167","Non-Small-Cell Lung Carcinoma","April 2008","October 2013","585","Oncology || Pulmonary/Respiratory Diseases","Neoplastic disease || Respiratory finding"
"NCT00657150","condition_field","Venous Thromboembolism","Condition","4159647","371039008","Thromboembolic disorder","0.8438499569892883","Venous Thromboembolism","March 2008","","2055","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00680186","condition_field","Thromboembolism","Condition","4159647","371039008","Thromboembolic disorder","0.9597369432449341","Thromboembolism","April 2008","","2589","Cardiology/Vascular Diseases","Cardiovascular finding"
"NCT00681863","condition_field","Tourette Syndrome","Condition","379782","5158005","Gilles de la Tourette's syndrome","1.0","Tourette Syndrome","May 2008","","45","Psychiatry/Psychology || Neurology","Mental disorder || Disorder of nervous system || Neurological finding"
"NCT00689052","condition_field","Fibromyalgia","Condition","40405599","203082005","Fibromyalgia","1.0","Fibromyalgia","July 2008","","61","Pain || Rheumatology || Neurology","Pain || Fibromyalgia || Neurological finding"
"NCT00701324","condition_field","Neoplasms","Condition","438112","55342001","Neoplastic disease","0.9921975135803223","Neoplasms","June 2007","May 2011","124","Oncology","Neoplastic disease"
"NCT00706628","condition_field","Prostatic Neoplasms","Condition","4129902","126906006","Neoplasm of prostate","1.0","Prostatic Neoplasms","March 2006","","87","Oncology || Urology","Neoplastic disease || Male genitalia finding"
"NCT00708214","condition_field","Breast Neoplasms","Condition","81251","126926005","Neoplasm of breast","0.996946394443512","Breast Neoplasms","January 2007","","28","Oncology","Neoplastic disease"
"NCT00711594","condition_field","Non-Small-Cell Lung Carcinoma","Condition","4115276","254637007","Non-small cell lung cancer","0.9937474131584167","Non-Small-Cell Lung Carcinoma","April 2008","November 2013","74","Oncology || Pulmonary/Respiratory Diseases","Neoplastic disease || Respiratory finding"
"NCT00715403","condition_field","Neoplasms","Condition","438112","55342001","Neoplastic disease","0.9921975135803223","Neoplasms","October 2004","","41","Oncology","Neoplastic disease"
"NCT00716092","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","July 2008","","121","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00716417","condition_field","Neoplasms","Condition","438112","55342001","Neoplastic disease","0.9921975135803223","Neoplasms","July 2008","","47","Oncology","Neoplastic disease"
"NCT00727506","condition_field","Glioma","Condition","40571981","393564001","Glioma","1.0","Glioma","July 14, 2008","May 25, 2016","151","Oncology","Neoplastic disease"
"NCT00730821","condition_field","Neoplasms","Condition","438112","55342001","Neoplastic disease","0.9921975135803223","Neoplasms","January 2007","","28","Oncology","Neoplastic disease"
"NCT00730925","condition_field","Non-Small-Cell Lung Carcinoma","Condition","4115276","254637007","Non-small cell lung cancer","0.9937474131584167","Non-Small-Cell Lung Carcinoma","June 2008","","41","Oncology || Pulmonary/Respiratory Diseases","Neoplastic disease || Respiratory finding"
"NCT00736099","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","August 2008","","2122","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00737100","condition_field","Cystic Fibrosis","Condition","441267","190905008","Cystic fibrosis","1.0","Cystic Fibrosis","September 2008","","510","Genetic Disease || Pulmonary/Respiratory Diseases","Genetic disease || Respiratory finding"
"NCT00740051","condition_field","Type 2 Diabetes Mellitus","Condition","201826","44054006","Type 2 diabetes mellitus","1.0","Type 2 Diabetes Mellitus","August 2008","","227","Metabolism and Nutrition || Endocrinology","Metabolic disease || Disorder of endocrine system"
"NCT00748709","condition_field","Neoplasms","Condition","438112","55342001","Neoplastic disease","0.9921975135803223","Neoplasms","October 2008","","20","Oncology","Neoplastic disease"
